system:index,B2,B3,B4,B8,B11,ndvi,ndwi,classification,landcover
1_2_30_38_0,0.0265,0.0445,0.0379,0.2132,0.1349,0.6981282,-0.65463716,2,2
1_2_30_43_0,0.0406,0.0579,0.0562,0.2,0.1569,0.56128025,-0.55098873,2,2
1_2_30_49_0,0.0216,0.0394,0.0288,0.2214,0.1251,0.76978415,-0.6978528,2,2
1_2_30_50_0,0.0216,0.0394,0.0288,0.2214,0.1251,0.76978415,-0.6978528,2,2
1_2_30_51_0,0.022,0.039,0.0308,0.1957,0.1168,0.72803533,-0.66766083,2,2
1_2_30_53_0,0.0171,0.0336,0.0192,0.2395,0.1067,0.85156554,-0.7539363,2,2
1_2_30_55_0,0.0181,0.0334,0.0223,0.2219,0.1067,0.81736284,-0.73834705,2,2
1_2_30_56_0,0.0184,0.0351,0.0239,0.2251,0.1176,0.80803216,-0.73020756,2,2
1_2_30_57_0,0.0231,0.0442,0.0344,0.2145,0.1303,0.72358376,-0.65829146,2,2
1_2_30_58_0,0.0231,0.0442,0.0344,0.2145,0.1303,0.72358376,-0.65829146,2,2
1_2_30_59_0,0.0252,0.0443,0.036,0.1976,0.1329,0.6917808,-0.633733,2,2
1_2_30_68_0,0.0235,0.0408,0.0311,0.2073,0.1221,0.73909396,-0.6711004,2,2
1_2_30_69_0,0.0205,0.0382,0.0265,0.2114,0.1062,0.7772173,-0.69391024,2,2
1_2_30_73_0,0.019,0.0383,0.023,0.2189,0.1028,0.8098388,-0.7021773,2,2
1_2_30_78_0,0.0209,0.0407,0.0272,0.2373,0.1281,0.7943289,-0.70719427,2,2
1_2_30_79_0,0.034,0.0517,0.0471,0.1991,0.152,0.61738425,-0.5877193,2,2
1_2_30_90_0,0.024,0.0424,0.031,0.2071,0.1249,0.7396052,-0.66012025,2,2
1_2_30_91_0,0.0187,0.0374,0.0252,0.2122,0.1171,0.78770006,-0.70032054,2,2
1_2_30_92_0,0.0176,0.0307,0.0231,0.1719,0.1014,0.7630769,-0.69693977,2,2
1_2_30_95_0,0.0148,0.0346,0.0183,0.2265,0.0878,0.8504902,-0.73496747,2,2
1_2_30_100_0,0.0195,0.0381,0.0229,0.2501,0.1119,0.83223444,-0.7356003,2,2
1_2_30_103_0,0.0315,0.0498,0.0437,0.2086,0.145,0.653587,-0.61455107,2,2
1_2_30_105_0,0.0262,0.0429,0.0355,0.2021,0.1352,0.70117843,-0.6497959,2,2
1_2_30_109_0,0.0259,0.043,0.0348,0.2082,0.1309,0.71358025,-0.6576433,2,2
1_2_30_112_0,0.0262,0.0471,0.0388,0.2439,0.1299,0.72550404,-0.67628866,2,2
1_2_30_115_0,0.0164,0.0339,0.0176,0.2182,0.0962,0.85072094,-0.7310591,2,2
1_2_30_120_0,0.0199,0.0374,0.0256,0.2118,0.1061,0.78433025,-0.6998395,2,2
1_2_30_123_0,0.0187,0.0348,0.0261,0.199,0.1098,0.76810306,-0.70230967,2,2
1_2_30_126_0,0.0231,0.0424,0.0319,0.2353,0.1314,0.76122755,-0.6946345,2,2
1_2_30_130_0,0.0211,0.0397,0.0254,0.2264,0.1142,0.7982526,-0.7016159,2,2
1_2_30_131_0,0.0262,0.0463,0.0331,0.2416,0.1291,0.75900984,-0.6783605,2,2
1_2_30_135_0,0.0196,0.0377,0.0236,0.2303,0.1065,0.8141,-0.7186567,2,2
1_2_30_140_0,0.0198,0.0459,0.0208,0.3235,0.1217,0.8791751,-0.7514889,2,2
1_2_30_142_0,0.0203,0.0355,0.0252,0.2141,0.1091,0.78938574,-0.7155449,2,2
1_2_30_145_0,0.0276,0.0442,0.0396,0.1903,0.1334,0.6555024,-0.62302774,2,2
1_2_30_146_0,0.0201,0.0404,0.0273,0.2255,0.1237,0.784019,-0.69612634,2,2
1_2_30_147_0,0.0201,0.0404,0.0273,0.2255,0.1237,0.784019,-0.69612634,2,2
1_2_30_148_0,0.0188,0.0366,0.0237,0.2581,0.1157,0.8317956,-0.7516118,2,2
1_2_30_154_0,0.0283,0.0475,0.0389,0.2022,0.1328,0.6773123,-0.61954343,2,2
1_2_30_155_0,0.0283,0.0475,0.0389,0.2022,0.1328,0.6773123,-0.61954343,2,2
1_2_30_157_0,0.0182,0.0346,0.0231,0.203,0.1059,0.7956656,-0.7087542,2,2
1_2_30_158_0,0.0215,0.0399,0.028,0.2098,0.1082,0.764508,-0.6804165,2,2
1_2_30_159_0,0.0189,0.0335,0.0251,0.1765,0.1008,0.75099206,-0.68095237,2,2
1_2_30_162_0,0.0179,0.0355,0.0207,0.2274,0.1027,0.8331318,-0.72993535,2,2
1_2_30_163_0,0.0188,0.0346,0.0209,0.2401,0.1039,0.83984673,-0.74808884,2,2
1_2_30_164_0,0.0193,0.0352,0.0238,0.2236,0.105,0.807599,-0.72797525,2,2
1_2_30_165_0,0.0226,0.0389,0.0301,0.2209,0.1149,0.7601594,-0.7005389,2,2
1_2_30_167_0,0.0184,0.0338,0.0235,0.223,0.1205,0.80933064,-0.73676014,2,2
1_2_30_168_0,0.0173,0.0364,0.0237,0.2701,0.1236,0.8386658,-0.7624796,2,2
1_2_30_169_0,0.017,0.0361,0.0229,0.262,0.1184,0.83924186,-0.7577994,2,2
1_2_30_171_0,0.0201,0.0392,0.025,0.2627,0.1214,0.8262079,-0.7403114,2,2
1_2_30_173_0,0.0354,0.0523,0.0486,0.2104,0.1409,0.62471044,-0.6018272,2,2
1_2_30_175_0,0.0253,0.0418,0.0334,0.2031,0.128,0.7175476,-0.65863615,2,2
1_2_30_176_0,0.0227,0.0424,0.0325,0.209,0.1295,0.73084885,-0.662689,2,2
1_2_30_177_0,0.0351,0.0546,0.0513,0.2303,0.1566,0.63565344,-0.6167076,2,2
1_2_30_178_0,0.0218,0.0395,0.0268,0.2169,0.1273,0.78005743,-0.6918877,2,2
1_2_30_185_0,0.0165,0.0333,0.0214,0.213,0.1051,0.8174061,-0.72959805,2,2
1_2_30_196_0,0.0232,0.0437,0.0311,0.2429,0.123,0.77299273,-0.69504535,2,2
1_2_30_197_0,0.0209,0.0406,0.0265,0.2321,0.1215,0.79505026,-0.7022369,2,2
1_2_30_198_0,0.0209,0.0406,0.0265,0.2321,0.1215,0.79505026,-0.7022369,2,2
1_2_30_199_0,0.0231,0.0457,0.0301,0.2537,0.1291,0.7878788,-0.6947228,2,2
1_2_30_201_0,0.0192,0.0359,0.0244,0.219,0.0997,0.79950696,-0.7183209,2,2
1_2_30_202_0,0.0192,0.0359,0.0244,0.219,0.0997,0.79950696,-0.7183209,2,2
1_2_30_203_0,0.0158,0.0327,0.0194,0.2068,0.0832,0.8284704,-0.7269311,2,2
1_2_30_204_0,0.0146,0.0318,0.02,0.197,0.1038,0.8156682,-0.72202796,2,2
1_2_30_208_0,0.0206,0.037,0.0264,0.2056,0.1169,0.7724138,-0.69497114,2,2
1_2_30_209_0,0.0192,0.0357,0.0256,0.2209,0.1118,0.7922921,-0.7217459,2,2
1_2_30_213_0,0.0213,0.0363,0.0252,0.1951,0.1054,0.77122104,-0.68625754,2,2
1_2_30_217_0,0.02,0.0386,0.0262,0.215,0.1144,0.78275293,-0.6955836,2,2
1_2_30_218_0,0.0226,0.0412,0.0298,0.2175,0.1169,0.75899714,-0.68148434,2,2
1_2_30_219_0,0.021,0.0384,0.0258,0.227,0.1078,0.7958861,-0.71062547,2,2
1_2_30_221_0,0.0186,0.0356,0.0224,0.2189,0.0977,0.814339,-0.72023576,2,2
1_2_30_222_0,0.0157,0.0281,0.0177,0.1904,0.0962,0.8298895,-0.7427918,2,2
1_2_30_226_0,0.0147,0.0305,0.0192,0.188,0.1102,0.8146718,-0.7208238,2,2
1_2_30_228_0,0.0294,0.0486,0.044,0.2326,0.1753,0.681851,-0.65433854,2,2
1_2_30_230_0,0.0195,0.0361,0.028,0.2169,0.1265,0.77133524,-0.7146245,2,2
1_2_30_238_0,0.0161,0.0297,0.0207,0.2149,0.097,0.8242784,-0.7571545,2,2
1_2_30_241_0,0.0202,0.0371,0.0241,0.2098,0.1045,0.79392904,-0.6994735,2,2
1_2_30_244_0,0.0157,0.029,0.0179,0.191,0.091,0.82862616,-0.73636365,2,2
1_2_30_245_0,0.0187,0.0411,0.0202,0.2849,0.1099,0.8675844,-0.74785274,2,2
1_2_30_247_0,0.0194,0.0459,0.0216,0.3172,0.1333,0.8724911,-0.74717706,2,2
1_2_30_248_0,0.0194,0.0459,0.0216,0.3172,0.1333,0.8724911,-0.74717706,2,2
1_2_30_251_0,0.0342,0.0529,0.0501,0.2102,0.1728,0.61505955,-0.59787154,2,2
1_2_30_252_0,0.0356,0.0527,0.0512,0.208,0.1696,0.60493827,-0.5957039,2,2
1_2_30_253_0,0.0176,0.0339,0.0216,0.2317,0.0998,0.82945126,-0.7447289,2,2
1_2_30_254_0,0.0136,0.0333,0.0182,0.2647,0.1038,0.87133265,-0.77651006,2,2
1_2_30_257_0,0.0177,0.0394,0.019,0.2882,0.1032,0.87630206,-0.7594628,2,2
1_2_30_258_0,0.0142,0.0333,0.0156,0.286,0.0928,0.8965517,-0.79141873,2,2
1_2_30_262_0,0.0156,0.0344,0.0185,0.2666,0.0917,0.87022096,-0.7714286,2,2
1_2_30_267_0,0.0182,0.0399,0.0202,0.3047,0.1295,0.87565404,-0.76842713,2,2
1_2_30_268_0,0.0182,0.0399,0.0202,0.3047,0.1295,0.87565404,-0.76842713,2,2
1_2_30_269_0,0.0193,0.0436,0.0225,0.3135,0.1346,0.8660714,-0.7558107,2,2
1_2_30_271_0,0.0214,0.038,0.0314,0.2134,0.1353,0.74346405,-0.69769293,2,2
1_2_30_273_0,0.0314,0.0511,0.0458,0.2268,0.1532,0.66397655,-0.6322418,2,2
1_2_30_276_0,0.0197,0.0357,0.0242,0.228,0.1015,0.80808884,-0.7292378,2,2
1_2_30_277_0,0.0182,0.0354,0.0236,0.2358,0.0969,0.8180416,-0.73893803,2,2
1_2_30_284_0,0.0138,0.0311,0.0169,0.2453,0.0816,0.87109077,-0.7749638,2,2
1_2_30_285_0,0.0143,0.033,0.0171,0.2609,0.0821,0.8769784,-0.77543384,2,2
1_2_30_286_0,0.0133,0.0314,0.0162,0.251,0.0841,0.8787425,-0.7776204,2,2
1_2_30_288_0,0.0146,0.0337,0.0187,0.2775,0.1,0.87373394,-0.783419,2,2
1_2_30_289_0,0.0173,0.0376,0.0206,0.3155,0.1183,0.87741745,-0.78702915,2,2
1_2_30_291_0,0.0175,0.0355,0.0201,0.2768,0.1194,0.8646009,-0.7726545,2,2
1_2_30_298_0,0.0213,0.0422,0.0271,0.2594,0.1383,0.8108202,-0.7201592,2,2
1_2_30_300_0,0.0242,0.0422,0.0296,0.2365,0.1188,0.7775273,-0.6971654,2,2
1_2_30_302_0,0.0462,0.065,0.0628,0.2183,0.1574,0.5531839,-0.5411225,2,2
1_2_30_304_0,0.0158,0.0393,0.0176,0.3137,0.1167,0.89375186,-0.77733713,2,2
1_2_30_305_0,0.0164,0.0356,0.0168,0.3063,0.1104,0.8960074,-0.791752,2,2
1_2_30_306_0,0.0164,0.0356,0.0168,0.3063,0.1104,0.8960074,-0.791752,2,2
1_2_30_310_0,0.0149,0.0366,0.0175,0.3328,0.1176,0.9000856,-0.80184084,2,2
1_2_30_314_0,0.0202,0.0355,0.0264,0.1993,0.1172,0.7660611,-0.69761497,2,2
1_2_30_315_0,0.0327,0.0505,0.0461,0.2295,0.1538,0.6654572,-0.63928574,2,2
1_2_30_321_0,0.0208,0.0415,0.0276,0.268,0.1407,0.81326115,-0.73182553,2,2
1_2_31_1_0,0.0415,0.0729,0.0614,0.3509,0.2192,0.70215863,-0.6559698,3,2
1_2_31_12_0,0.0182,0.0347,0.0228,0.2256,0.0924,0.81642514,-0.73338455,2,2
1_2_31_13_0,0.0192,0.0348,0.0237,0.2241,0.0971,0.8087167,-0.73117036,2,2
1_2_31_14_0,0.0192,0.0348,0.0237,0.2241,0.0971,0.8087167,-0.73117036,2,2
1_2_31_16_0,0.018,0.0367,0.0235,0.2424,0.1019,0.82324183,-0.73701185,2,2
1_2_31_17_0,0.0161,0.0347,0.0193,0.2767,0.0998,0.8695946,-0.7771355,2,2
1_2_31_18_0,0.0167,0.0398,0.0201,0.2833,0.0934,0.8675017,-0.75363666,2,2
1_2_31_21_0,0.016,0.0366,0.0186,0.3017,0.1017,0.88385886,-0.783624,2,2
1_2_31_23_0,0.0182,0.0385,0.0209,0.2723,0.0979,0.8574352,-0.7522523,2,2
1_2_31_31_0,0.0295,0.0457,0.0415,0.2344,0.1541,0.69916636,-0.673688,2,2
1_2_31_33_0,0.0282,0.0481,0.0396,0.2606,0.1757,0.7361759,-0.6883706,2,2
1_2_31_34_0,0.027,0.0452,0.0381,0.2677,0.1437,0.75081754,-0.7110898,2,2
1_2_31_36_0,0.0231,0.0386,0.0269,0.2313,0.1099,0.7916344,-0.71396816,2,2
1_2_31_38_0,0.0212,0.0354,0.0244,0.2253,0.1012,0.8045655,-0.7284235,2,2
1_2_31_43_0,0.0199,0.0364,0.0268,0.2243,0.1028,0.78653926,-0.7207518,2,2
1_2_31_45_0,0.0182,0.0357,0.0242,0.2402,0.1081,0.816944,-0.7412106,2,2
1_2_31_47_0,0.0198,0.0368,0.0253,0.2251,0.1042,0.7979233,-0.71897674,2,2
1_2_31_48_0,0.0205,0.0384,0.0267,0.2202,0.1089,0.7837181,-0.7030162,2,2
1_2_31_54_0,0.0179,0.0375,0.0237,0.225,0.0964,0.8094089,-0.71428573,2,2
1_2_31_59_0,0.0241,0.0429,0.0343,0.2007,0.1312,0.7080851,-0.6477833,2,2
1_2_31_60_0,0.0277,0.0454,0.0399,0.1893,0.1398,0.65183246,-0.6131231,2,2
1_2_31_63_0,0.0188,0.0385,0.025,0.2705,0.1354,0.8307953,-0.7508091,2,2
1_2_31_67_0,0.0203,0.0361,0.0242,0.2388,0.0994,0.8159696,-0.73735905,2,2
1_2_31_70_0,0.0206,0.0356,0.0249,0.2106,0.1001,0.78853506,-0.7108042,2,2
1_2_31_71_0,0.0227,0.0364,0.0275,0.1941,0.1098,0.75180507,-0.6841649,2,2
1_2_31_74_0,0.0231,0.0442,0.0315,0.2261,0.1257,0.7554348,-0.672956,2,2
1_2_31_76_0,0.0203,0.0375,0.0247,0.2248,0.1042,0.802004,-0.7140679,2,2
1_2_31_77_0,0.0203,0.0375,0.0247,0.2248,0.1042,0.802004,-0.7140679,2,2
1_2_31_81_0,0.0179,0.0359,0.0246,0.2019,0.1007,0.7827815,-0.6980656,2,2
1_2_31_82_0,0.019,0.0363,0.0229,0.2184,0.0967,0.8101948,-0.7149588,2,2
1_2_31_85_0,0.0197,0.0385,0.0244,0.2095,0.1062,0.79136384,-0.6895161,2,2
1_2_31_86_0,0.0189,0.0365,0.0237,0.2088,0.1011,0.79612905,-0.7024052,2,2
1_2_31_93_0,0.021,0.0386,0.0269,0.2153,0.1174,0.7778695,-0.6959433,2,2
1_2_31_94_0,0.0231,0.0406,0.0272,0.2413,0.1084,0.7973929,-0.7119546,2,2
1_2_31_96_0,0.0208,0.0386,0.0253,0.2346,0.1109,0.8053097,-0.71742314,2,2
1_2_31_97_0,0.0219,0.038,0.0264,0.2504,0.1073,0.80924857,-0.73647714,2,2
1_2_31_101_0,0.0286,0.0441,0.0395,0.1932,0.1269,0.6605071,-0.6283186,2,2
1_2_31_102_0,0.0264,0.0437,0.0337,0.2076,0.1259,0.72067964,-0.6522085,2,2
1_2_31_105_0,0.0214,0.0427,0.0262,0.2405,0.1181,0.80352455,-0.69844633,2,2
1_2_31_106_0,0.021,0.0398,0.025,0.2319,0.1076,0.80537176,-0.7070298,2,2
1_2_31_117_0,0.0225,0.0399,0.0313,0.1903,0.1194,0.71750903,-0.6533449,2,2
1_2_31_119_0,0.0206,0.0381,0.0277,0.1967,0.119,0.7531194,-0.6754685,2,2
1_2_31_121_0,0.0267,0.0438,0.0363,0.1967,0.1273,0.688412,-0.6357588,2,2
1_2_31_123_0,0.0212,0.0391,0.0272,0.2161,0.1166,0.7764077,-0.69357365,2,2
1_2_31_124_0,0.0232,0.0422,0.0324,0.222,0.127,0.745283,-0.68054503,2,2
1_2_31_128_0,0.0215,0.0395,0.0265,0.2323,0.1054,0.79520863,-0.7093451,2,2
1_2_31_138_0,0.0226,0.0421,0.0281,0.2186,0.1157,0.77219296,-0.6770234,2,2
1_2_31_140_0,0.0204,0.0383,0.0259,0.2117,0.108,0.78198653,-0.6936,2,2
1_2_31_147_0,0.0279,0.0448,0.0401,0.1966,0.1213,0.6611745,-0.6288318,2,2
1_2_31_148_0,0.0228,0.0408,0.0329,0.1911,0.1244,0.70625,-0.6481242,2,2
1_2_31_150_0,0.0216,0.0383,0.0283,0.192,0.1203,0.74307764,-0.66739035,2,2
1_2_31_151_0,0.0219,0.0406,0.0296,0.2072,0.1202,0.75,-0.6723164,2,2
1_2_31_152_0,0.0219,0.0406,0.0296,0.2072,0.1202,0.75,-0.6723164,2,2
1_2_31_155_0,0.0224,0.041,0.0272,0.2284,0.1159,0.78716743,-0.6956199,2,2
1_2_31_156_0,0.0212,0.0406,0.0283,0.2214,0.1181,0.773328,-0.69007635,2,2
1_2_31_158_0,0.0231,0.0426,0.0281,0.2423,0.1143,0.79215974,-0.7009477,2,2
1_2_31_162_0,0.0223,0.0402,0.0273,0.2407,0.1091,0.79626864,-0.7137771,2,2
1_2_31_164_0,0.0226,0.0377,0.0248,0.2331,0.1086,0.8076774,-0.7215657,2,2
1_2_31_166_0,0.0231,0.0416,0.0273,0.218,0.111,0.7774154,-0.67950696,2,2
1_2_31_167_0,0.0228,0.0399,0.0267,0.2138,0.1153,0.77796257,-0.68545526,2,2
1_2_31_170_0,0.0214,0.0394,0.0261,0.208,0.1099,0.77701837,-0.68148744,2,2
1_2_31_172_0,0.0205,0.0402,0.0261,0.2147,0.1049,0.7832226,-0.6845822,2,2
1_2_31_173_0,0.02,0.0383,0.0264,0.2029,0.1063,0.76973397,-0.6824212,2,2
1_2_31_177_0,0.0202,0.0386,0.0248,0.1964,0.1124,0.7757685,-0.67148936,2,2
1_2_31_179_0,0.0214,0.0399,0.0298,0.2004,0.1171,0.7410947,-0.6679151,2,2
1_2_31_188_0,0.0231,0.0422,0.0281,0.2194,0.1168,0.7729293,-0.67737,2,2
1_2_31_194_0,0.0225,0.0396,0.0252,0.2227,0.1093,0.7966922,-0.6980557,2,2
1_2_31_195_0,0.0238,0.0425,0.0284,0.232,0.1129,0.78187406,-0.69034606,2,2
1_2_31_196_0,0.0229,0.0402,0.0278,0.2197,0.1132,0.77535355,-0.6906502,2,2
1_2_31_198_0,0.0223,0.0388,0.0279,0.2022,0.1122,0.7574967,-0.6780083,2,2
1_2_31_200_0,0.03,0.0501,0.0436,0.2222,0.1435,0.67193377,-0.6320235,2,2
1_2_31_201_0,0.0246,0.0442,0.0329,0.223,0.1319,0.7428683,-0.6691617,2,2
1_2_31_202_0,0.0246,0.0442,0.0329,0.223,0.1319,0.7428683,-0.6691617,2,2
1_2_31_205_0,0.022,0.0412,0.0301,0.2102,0.1204,0.74947983,-0.6722355,2,2
1_2_31_209_0,0.0263,0.045,0.0344,0.2035,0.1243,0.71080285,-0.637827,2,2
1_2_31_210_0,0.0212,0.0396,0.0301,0.1951,0.1193,0.73268205,-0.66254795,2,2
1_2_31_213_0,0.0216,0.0403,0.0293,0.2076,0.1167,0.7526382,-0.6748689,2,2
1_2_31_214_0,0.0199,0.0393,0.0271,0.1989,0.1122,0.760177,-0.67002517,2,2
1_2_31_218_0,0.0241,0.0431,0.0303,0.2104,0.127,0.74823433,-0.65996057,2,2
1_2_31_225_0,0.0237,0.0433,0.0283,0.2366,0.116,0.78633446,-0.6906038,2,2
1_2_31_228_0,0.0262,0.0426,0.0306,0.2242,0.1179,0.75981164,-0.68065965,2,2
1_2_31_230_0,0.0246,0.0432,0.0299,0.2567,0.1239,0.79134685,-0.711904,2,2
1_2_31_232_0,0.0195,0.0394,0.0256,0.2179,0.1128,0.78973305,-0.6937427,2,2
1_2_31_235_0,0.0193,0.0367,0.0253,0.1915,0.1114,0.76660514,-0.6783523,2,2
1_2_31_237_0,0.0269,0.0426,0.0369,0.1898,0.1308,0.67445964,-0.6333907,2,2
1_2_31_238_0,0.0327,0.0486,0.0458,0.1894,0.1398,0.6105442,-0.59159666,2,2
1_2_31_240_0,0.0233,0.0423,0.0315,0.2059,0.1229,0.7346251,-0.65914583,2,2
1_2_31_242_0,0.0221,0.0421,0.0277,0.2129,0.1176,0.7697423,-0.6698039,2,2
1_2_31_248_0,0.0411,0.0599,0.0559,0.2078,0.1551,0.57603335,-0.5524841,2,2
1_2_31_251_0,0.0248,0.0425,0.0305,0.2266,0.1214,0.7627382,-0.6841323,2,2
1_2_31_255_0,0.0212,0.0405,0.0266,0.2322,0.1117,0.79443586,-0.7029703,2,2
1_2_31_264_0,0.0222,0.0388,0.0292,0.2001,0.1199,0.7453118,-0.6751779,2,2
1_2_31_265_0,0.029,0.0466,0.0398,0.2026,0.1326,0.67161715,-0.6260032,2,2
1_2_31_268_0,0.027,0.0431,0.0363,0.1848,0.1265,0.67164177,-0.62176394,2,2
1_2_31_270_0,0.0224,0.0401,0.0289,0.2041,0.1171,0.7519313,-0.6715807,2,2
1_2_31_278_0,0.0167,0.0375,0.0214,0.2109,0.0976,0.8157555,-0.6980676,2,2
1_2_31_279_0,0.0238,0.0414,0.0302,0.2431,0.1282,0.7789974,-0.7089631,2,2
1_2_31_284_0,0.021,0.0388,0.0264,0.2517,0.1144,0.81014025,-0.73287433,2,2
1_2_31_289_0,0.0235,0.0431,0.0327,0.2196,0.1181,0.74078476,-0.67186904,2,2
1_2_31_291_0,0.0226,0.0424,0.0279,0.2293,0.1152,0.7830482,-0.68789107,2,2
1_2_31_292_0,0.0231,0.0432,0.0274,0.2329,0.1174,0.7894737,-0.6870699,2,2
1_2_31_293_0,0.0265,0.0443,0.0341,0.2134,0.1303,0.72444445,-0.6561894,2,2
1_2_31_296_0,0.0306,0.0489,0.0417,0.1992,0.1361,0.6537983,-0.6058041,2,2
1_2_31_297_0,0.0276,0.0461,0.0375,0.207,0.1335,0.69325155,-0.6357171,2,2
1_2_31_302_0,0.0202,0.0401,0.0262,0.2085,0.1149,0.77673626,-0.6773934,2,2
1_2_31_303_0,0.0208,0.0401,0.0258,0.2142,0.1102,0.785,-0.68462443,2,2
1_2_31_305_0,0.0187,0.0408,0.024,0.2214,0.1092,0.804401,-0.68878716,2,2
1_2_31_311_0,0.0222,0.0394,0.0294,0.2226,0.1186,0.76666665,-0.69923663,2,2
1_2_31_318_0,0.0276,0.0485,0.039,0.217,0.13,0.6953125,-0.6346516,2,2
1_2_31_324_0,0.023,0.04,0.0303,0.1929,0.1255,0.72849464,-0.6565049,2,2
1_2_31_325_0,0.0268,0.0439,0.0364,0.1891,0.1277,0.6771619,-0.623176,2,2
1_2_31_326_0,0.0228,0.0407,0.03,0.2096,0.1219,0.74958265,-0.67479026,2,2
1_2_31_328_0,0.0247,0.0449,0.0327,0.2102,0.1264,0.7307534,-0.64798117,2,2
1_2_31_336_0,0.0212,0.0395,0.0269,0.2313,0.1098,0.7916344,-0.7082718,2,2
1_2_31_339_0,0.0226,0.0423,0.0308,0.2238,0.1222,0.7580519,-0.6820744,2,2
1_2_31_341_0,0.0244,0.045,0.0304,0.2367,0.1282,0.7723699,-0.6805112,2,2
1_2_31_342_0,0.0281,0.0473,0.0362,0.2312,0.1348,0.7292446,-0.66032314,2,2
1_2_31_343_0,0.0325,0.0508,0.0442,0.2153,0.1481,0.6593449,-0.6181887,2,2
1_2_31_344_0,0.0325,0.0505,0.0444,0.2043,0.1456,0.6429433,-0.6036107,2,2
1_2_31_346_0,0.0326,0.0504,0.0431,0.1917,0.1396,0.632879,-0.58364314,2,2
1_2_31_347_0,0.0288,0.0474,0.0366,0.1942,0.1355,0.6828423,-0.6076159,2,2
1_2_31_349_0,0.0294,0.0473,0.0388,0.2054,0.1325,0.6822277,-0.6256431,2,2
1_2_31_354_0,0.0235,0.0415,0.0306,0.2087,0.12,0.74425405,-0.6682654,2,2
1_2_31_355_0,0.0329,0.0456,0.0413,0.1907,0.1325,0.64396554,-0.6140499,2,2
1_2_31_356_0,0.0335,0.0481,0.042,0.2047,0.1388,0.6595055,-0.619462,2,2
1_2_31_358_0,0.0304,0.0458,0.0389,0.1934,0.1371,0.66508824,-0.61705685,2,2
1_2_31_359_0,0.0244,0.042,0.0328,0.2007,0.1286,0.7190578,-0.6538937,2,2
1_2_31_363_0,0.0212,0.0411,0.0272,0.2175,0.1156,0.77768695,-0.68213457,2,2
1_2_31_364_0,0.0182,0.0401,0.0247,0.2302,0.1103,0.80619854,-0.7032926,2,2
1_2_31_366_0,0.0165,0.0352,0.0215,0.2509,0.1032,0.8421439,-0.7539322,2,2
1_2_31_371_0,0.0178,0.0323,0.0232,0.1963,0.1159,0.78861046,-0.7174103,2,2
1_2_31_375_0,0.0267,0.0482,0.0353,0.2354,0.1411,0.7391947,-0.6600846,2,2
1_2_31_376_0,0.0291,0.048,0.0381,0.2123,0.1415,0.6956869,-0.6311948,2,2
1_2_31_379_0,0.0349,0.0527,0.0449,0.2082,0.1469,0.64519954,-0.5960138,2,2
1_2_31_381_0,0.0314,0.0497,0.04,0.2117,0.1465,0.68216133,-0.6197399,2,2
1_2_31_382_0,0.0241,0.0438,0.0301,0.2241,0.1197,0.7631786,-0.6730123,2,2
1_2_31_383_0,0.0219,0.0393,0.0256,0.225,0.1058,0.79569036,-0.7026107,2,2
1_2_31_387_0,0.0272,0.0445,0.035,0.1966,0.1211,0.69775474,-0.63085854,2,2
1_2_31_388_0,0.0228,0.0404,0.0297,0.1988,0.1251,0.74004376,-0.66220737,2,2
1_2_31_391_0,0.0201,0.0411,0.024,0.2189,0.1123,0.80238783,-0.6838462,2,2
1_2_31_393_0,0.019,0.0389,0.0257,0.2349,0.1151,0.80276287,-0.715851,2,2
1_2_31_394_0,0.019,0.0389,0.0257,0.2349,0.1151,0.80276287,-0.715851,2,2
1_2_31_397_0,0.0179,0.0367,0.0227,0.2463,0.1071,0.83122677,-0.74063605,2,2
1_2_31_401_0,0.0192,0.0404,0.0249,0.2361,0.1175,0.8091954,-0.7077758,2,2
1_2_31_402_0,0.0192,0.0404,0.0249,0.2361,0.1175,0.8091954,-0.7077758,2,2
1_2_31_404_0,0.0217,0.0419,0.0276,0.2326,0.1158,0.7878555,-0.69471765,2,2
1_2_31_412_0,0.0257,0.0455,0.032,0.2409,0.1353,0.7654819,-0.6822626,2,2
1_2_31_416_0,0.0207,0.0379,0.0223,0.2375,0.1123,0.8283295,-0.724764,2,2
1_2_31_417_0,0.0207,0.0379,0.0223,0.2375,0.1123,0.8283295,-0.724764,2,2
1_2_31_418_0,0.0201,0.0365,0.0216,0.231,0.1158,0.8289786,-0.7271028,2,2
1_2_31_419_0,0.0217,0.0394,0.0281,0.2175,0.1174,0.77117264,-0.69326586,2,2
1_2_31_420_0,0.0214,0.0396,0.027,0.2101,0.1159,0.77224797,-0.68281937,2,2
1_2_31_421_0,0.0214,0.0396,0.027,0.2101,0.1159,0.77224797,-0.68281937,2,2
1_2_31_423_0,0.0171,0.0358,0.0213,0.2203,0.1083,0.8236755,-0.72042173,2,2
1_2_31_425_0,0.0218,0.041,0.0284,0.2261,0.12,0.77681726,-0.6929989,2,2
1_2_31_426_0,0.022,0.0421,0.0311,0.2198,0.127,0.7520925,-0.6785033,2,2
1_2_31_427_0,0.0252,0.0471,0.0359,0.231,0.1382,0.7309854,-0.66127294,2,2
1_2_31_429_0,0.027,0.0483,0.037,0.2364,0.1428,0.7293343,-0.6606955,2,2
1_2_31_430_0,0.0243,0.046,0.0328,0.2374,0.1358,0.7572169,-0.6753705,2,2
