system:index,B2,B3,B4,B8,B11,ndvi,ndwi,classification,landcover
1_1_1_3_59_0,0.0098,0.0148,0.0079,0.0072,0.0047,-0.046357617,0.34545454,1,1
1_1_1_3_61_0,0.0094,0.0143,0.0077,0.0079,0.0047,0.012820513,0.2882883,1,1
1_1_1_3_63_0,0.0101,0.0148,0.0078,0.0067,0.004,-0.07586207,0.37674418,1,1
1_1_1_3_68_0,0.0092,0.0139,0.0082,0.0065,0.0043,-0.11564626,0.3627451,1,1
1_1_1_3_69_0,0.0089,0.0143,0.0075,0.0068,0.005,-0.04895105,0.35545024,1,1
1_1_1_4_2_0,0.0089,0.0142,0.0087,0.0062,0.0052,-0.16778524,0.39215687,1,1
1_1_1_4_4_0,0.0088,0.0141,0.0077,0.0069,0.005,-0.05479452,0.34285715,1,1
1_1_1_4_5_0,0.0089,0.0128,0.0082,0.0072,0.0051,-0.064935066,0.28,1,1
1_1_1_4_6_0,0.0098,0.0137,0.0089,0.0069,0.0064,-0.12658228,0.33009708,1,1
1_1_1_4_10_0,0.0089,0.0149,0.0071,0.007,0.0073,-0.007092198,0.3607306,1,1
1_1_1_4_12_0,0.0099,0.0142,0.0078,0.0072,0.0053,-0.04,0.3271028,1,1
1_1_1_4_15_0,0.0088,0.0127,0.0072,0.0062,0.0039,-0.07462686,0.34391534,1,1
1_1_1_4_16_0,0.0081,0.013,0.0075,0.0062,0.0039,-0.09489051,0.35416666,1,1
1_1_1_4_18_0,0.0076,0.0129,0.0073,0.0053,0.0051,-0.15873016,0.41758242,1,1
1_1_1_4_21_0,0.0081,0.013,0.0067,0.0051,0.0041,-0.13559322,0.4364641,1,1
1_1_1_4_25_0,0.0096,0.0132,0.0077,0.006,0.0044,-0.124087594,0.375,1,1
1_1_1_4_26_0,0.0087,0.0121,0.0069,0.0054,0.0036,-0.12195122,0.38285714,1,1
1_1_1_4_32_0,0.0081,0.0132,0.0082,0.0046,0.0037,-0.28125,0.48314607,1,1
1_1_1_4_33_0,0.0083,0.0125,0.0069,0.0051,0.0042,-0.15,0.42045453,1,1
1_1_1_4_34_0,0.0083,0.0125,0.0069,0.0051,0.0042,-0.15,0.42045453,1,1
1_1_1_4_36_0,0.0085,0.0131,0.0061,0.0067,0.0033,0.046875,0.32323232,1,1
1_1_1_4_38_0,0.0083,0.0127,0.0068,0.0061,0.0037,-0.054263566,0.35106382,1,1
1_1_1_4_39_0,0.0079,0.0119,0.0073,0.0052,0.0038,-0.168,0.39181286,1,1
1_1_1_4_41_0,0.008,0.012,0.0068,0.0047,0.004,-0.1826087,0.43712574,1,1
1_1_1_4_45_0,0.008,0.0127,0.0068,0.0043,0.004,-0.22522523,0.49411765,1,1
1_1_1_4_49_0,0.0074,0.0126,0.0064,0.0054,0.0035,-0.084745765,0.4,1,1
1_1_1_4_51_0,0.0069,0.0122,0.0069,0.0053,0.0044,-0.13114753,0.3942857,1,1
1_1_1_4_66_0,0.0076,0.0112,0.0068,0.0052,0.0034,-0.13333334,0.36585367,1,1
1_1_1_4_68_0,0.0088,0.0117,0.0065,0.0047,0.0034,-0.16071428,0.42682928,1,1
1_1_1_4_69_0,0.008,0.0114,0.0058,0.005,0.0033,-0.074074075,0.3902439,1,1
1_1_1_4_72_0,0.0084,0.0123,0.007,0.005,0.0039,-0.16666667,0.42196533,1,1
1_1_1_4_75_0,0.0076,0.0118,0.0064,0.0045,0.0038,-0.17431192,0.44785276,1,1
1_1_1_4_79_0,0.0079,0.0115,0.0067,0.005,0.0034,-0.14529915,0.3939394,1,1
1_1_1_4_80_0,0.0088,0.0113,0.0072,0.0048,0.0033,-0.2,0.4037267,1,1
1_1_1_4_82_0,0.0086,0.0123,0.0063,0.0052,0.0034,-0.09565217,0.40571427,1,1
1_1_1_4_85_0,0.0085,0.0124,0.0067,0.0048,0.0039,-0.16521738,0.44186047,1,1
1_1_1_4_89_0,0.0073,0.0122,0.0062,0.0042,0.0038,-0.1923077,0.4878049,1,1
1_1_1_4_93_0,0.0075,0.012,0.0064,0.0053,0.0035,-0.094017096,0.38728324,1,1
1_1_1_4_97_0,0.0084,0.0117,0.0062,0.0043,0.0034,-0.18095239,0.4625,1,1
1_1_1_4_101_0,0.0076,0.0117,0.0066,0.0052,0.0037,-0.118644066,0.3846154,1,1
1_1_1_4_103_0,0.0081,0.0116,0.0066,0.0045,0.0038,-0.1891892,0.4409938,1,1
1_1_1_5_7_0,0.0117,0.0138,0.0073,0.0023,0.0035,-0.5208333,0.71428573,1,1
1_1_1_5_9_0,0.0107,0.0135,0.0074,0.0032,0.0043,-0.3962264,0.61676645,1,1
1_1_1_5_13_0,0.0111,0.0155,0.0089,0.0051,0.0051,-0.27142859,0.5048544,1,1
1_1_1_5_14_0,0.0096,0.0131,0.0071,0.0028,0.0034,-0.43434343,0.6477987,1,1
1_1_1_5_20_0,0.0104,0.0136,0.0074,0.0026,0.0036,-0.48,0.67901236,1,1
1_1_1_5_21_0,0.0101,0.0139,0.0074,0.0026,0.0034,-0.48,0.6848485,1,1
1_1_1_5_22_0,0.0101,0.0133,0.0072,0.0035,0.003,-0.34579438,0.5833333,1,1
1_1_1_5_23_0,0.0116,0.0134,0.0074,0.0032,0.0036,-0.3962264,0.61445785,1,1
1_1_1_5_24_0,0.0102,0.014,0.0072,0.0032,0.0043,-0.3846154,0.627907,1,1
1_1_1_5_25_0,0.0102,0.014,0.0072,0.0032,0.0043,-0.3846154,0.627907,1,1
1_1_1_5_29_0,0.0094,0.0138,0.0072,0.0026,0.0035,-0.46938777,0.68292683,1,1
1_1_1_5_30_0,0.0094,0.0138,0.0072,0.0026,0.0035,-0.46938777,0.68292683,1,1
1_1_1_5_34_0,0.0108,0.0129,0.0076,0.003,0.0033,-0.43396226,0.6226415,1,1
1_1_1_5_36_0,0.01,0.0132,0.0071,0.0026,0.0033,-0.46391752,0.6708861,1,1
1_1_1_5_37_0,0.0096,0.0126,0.0078,0.003,0.0033,-0.44444445,0.61538464,1,1
1_1_1_5_38_0,0.0098,0.0128,0.0079,0.0026,0.0035,-0.50476193,0.66233766,1,1
1_1_1_5_39_0,0.0104,0.0132,0.0077,0.0032,0.0036,-0.41284403,0.6097561,1,1
1_1_1_5_43_0,0.0104,0.0127,0.0071,0.0028,0.0029,-0.43434343,0.63870966,1,1
1_1_1_5_45_0,0.0117,0.0134,0.0069,0.0024,0.0032,-0.48387095,0.6962025,1,1
1_1_1_5_46_0,0.0106,0.0136,0.0074,0.0028,0.0038,-0.4509804,0.6585366,1,1
1_1_1_5_50_0,0.0104,0.0137,0.0077,0.0027,0.0036,-0.48076922,0.6707317,1,1
1_1_1_5_53_0,0.0089,0.0133,0.008,0.0024,0.0037,-0.53846157,0.6942675,1,1
1_1_1_5_57_0,0.0103,0.0131,0.0081,0.0024,0.0031,-0.54285717,0.6903226,1,1
1_1_1_5_62_0,0.0114,0.0147,0.007,0.0024,0.0031,-0.4893617,0.71929824,1,1
1_1_1_5_64_0,0.0106,0.0124,0.0073,0.003,0.0034,-0.41747573,0.6103896,1,1
1_1_1_5_68_0,0.0096,0.0123,0.0074,0.0028,0.0037,-0.4509804,0.62913907,1,1
1_1_1_5_69_0,0.0101,0.0138,0.008,0.0033,0.0043,-0.4159292,0.61403507,1,1
1_1_1_5_73_0,0.0081,0.0136,0.0078,0.0027,0.0031,-0.4857143,0.66871166,1,1
1_1_1_5_76_0,0.0105,0.013,0.0072,0.0018,0.0031,-0.6,0.7567568,1,1
1_1_1_5_81_0,0.0109,0.0133,0.0078,0.0025,0.0032,-0.5145631,0.6835443,1,1
1_1_1_5_82_0,0.0109,0.0133,0.0078,0.0025,0.0032,-0.5145631,0.6835443,1,1
1_1_1_5_83_0,0.0104,0.013,0.0077,0.003,0.0039,-0.43925235,0.625,1,1
1_1_1_5_86_0,0.0102,0.0139,0.0082,0.0028,0.0037,-0.4909091,0.66467065,1,1
1_1_1_5_87_0,0.0104,0.0136,0.0071,0.0028,0.0033,-0.43434343,0.6585366,1,1
1_1_1_5_88_0,0.0104,0.0136,0.0071,0.0028,0.0033,-0.43434343,0.6585366,1,1
1_1_1_5_90_0,0.0092,0.0125,0.0075,0.0028,0.003,-0.4563107,0.63398695,1,1
1_1_1_5_92_0,0.0097,0.0134,0.0075,0.0031,0.0032,-0.41509435,0.6242424,1,1
1_1_1_5_95_0,0.0095,0.0134,0.0081,0.0031,0.0038,-0.44642857,0.6242424,1,1
1_1_1_6_2_0,0.0143,0.0193,0.0108,0.0044,0.0047,-0.42105263,0.628692,1,1
1_1_1_6_9_0,0.0136,0.019,0.0109,0.0059,0.006,-0.29761904,0.5261044,1,1
1_1_1_6_13_0,0.0122,0.0183,0.0109,0.005,0.0061,-0.3710692,0.57081544,1,1
1_1_1_6_14_0,0.013,0.0188,0.0106,0.005,0.0045,-0.35897437,0.57983196,1,1
1_1_1_6_16_0,0.0139,0.019,0.0118,0.0052,0.0048,-0.3882353,0.57024795,1,1
1_1_1_6_20_0,0.0135,0.019,0.0121,0.0057,0.0051,-0.35955057,0.53846157,1,1
1_1_1_6_21_0,0.0138,0.0193,0.0116,0.0051,0.0056,-0.38922155,0.58196723,1,1
1_1_1_6_23_0,0.0137,0.019,0.0111,0.0056,0.0064,-0.32934132,0.54471546,1,1
1_1_1_6_29_0,0.014,0.0188,0.0112,0.0054,0.0051,-0.3493976,0.553719,1,1
1_1_1_6_33_0,0.0136,0.0194,0.0116,0.0046,0.0052,-0.43209878,0.6166667,1,1
1_1_1_6_34_0,0.0136,0.0194,0.0116,0.0046,0.0052,-0.43209878,0.6166667,1,1
1_1_1_6_35_0,0.0135,0.0188,0.0119,0.0051,0.0056,-0.4,0.57322174,1,1
1_1_1_6_38_0,0.0132,0.0183,0.0111,0.0052,0.005,-0.36196318,0.55744684,1,1
1_1_1_6_39_0,0.0131,0.019,0.0115,0.0052,0.005,-0.37724552,0.57024795,1,1
1_1_1_6_45_0,0.0139,0.0184,0.0116,0.0051,0.0049,-0.38922155,0.5659574,1,1
1_1_1_6_51_0,0.0136,0.0186,0.0119,0.0053,0.0049,-0.38372093,0.55648535,1,1
1_1_1_6_55_0,0.0131,0.018,0.0111,0.0053,0.0053,-0.35365853,0.5450644,1,1
1_1_1_6_56_0,0.0142,0.0189,0.0112,0.0053,0.005,-0.35757574,0.56198347,1,1
1_1_1_6_57_0,0.0139,0.0189,0.0112,0.005,0.0052,-0.38271606,0.58158994,1,1
1_1_1_6_58_0,0.0139,0.0189,0.0112,0.005,0.0052,-0.38271606,0.58158994,1,1
1_1_1_6_60_0,0.0134,0.0186,0.0113,0.0048,0.0049,-0.4037267,0.5897436,1,1
1_1_1_6_67_0,0.0136,0.0187,0.0115,0.0048,0.0056,-0.41104296,0.5914894,1,1
1_1_1_6_68_0,0.0139,0.0198,0.0114,0.005,0.0059,-0.3902439,0.5967742,1,1
1_1_1_6_69_0,0.0142,0.0178,0.0114,0.0049,0.0074,-0.398773,0.56828195,1,1
1_1_1_6_74_0,0.0137,0.0189,0.0109,0.0052,0.0054,-0.35403726,0.56846476,1,1
1_1_1_6_77_0,0.0129,0.0191,0.0115,0.0041,0.0061,-0.47435898,0.6465517,1,1
1_1_1_6_79_0,0.0127,0.0185,0.0112,0.0048,0.0037,-0.4,0.58798283,1,1
1_1_1_6_80_0,0.014,0.0188,0.0117,0.0047,0.0057,-0.42682928,0.6,1,1
1_1_1_6_83_0,0.0137,0.0188,0.0114,0.0054,0.0061,-0.35714287,0.553719,1,1
1_1_1_6_85_0,0.0128,0.0192,0.0113,0.0047,0.0052,-0.4125,0.6066946,1,1
1_1_1_6_86_0,0.014,0.0172,0.0113,0.0053,0.0056,-0.36144578,0.5288889,1,1
1_1_1_6_89_0,0.0131,0.0185,0.0108,0.0054,0.006,-0.33333334,0.54811716,1,1
1_1_1_6_91_0,0.0139,0.0188,0.0116,0.0059,0.0064,-0.3257143,0.5222672,1,1
1_1_1_6_94_0,0.0136,0.0191,0.0115,0.0052,0.0064,-0.37724552,0.5720165,1,1
1_1_1_6_96_0,0.0148,0.0185,0.0116,0.0056,0.0077,-0.3488372,0.53526974,1,1
1_1_1_6_102_0,0.0153,0.0201,0.0118,0.0063,0.0061,-0.3038674,0.52272725,1,1
1_1_1_6_107_0,0.0155,0.0215,0.0149,0.0093,0.0084,-0.23140496,0.3961039,1,1
1_1_1_7_6_0,0.0147,0.019,0.0099,0.0081,0.0044,-0.1,0.40221402,1,1
1_1_1_7_9_0,0.0169,0.0213,0.0124,0.009,0.0057,-0.1588785,0.4059406,1,1
1_1_1_7_10_0,0.0169,0.0213,0.0124,0.009,0.0057,-0.1588785,0.4059406,1,1
1_1_1_7_11_0,0.0172,0.0216,0.0133,0.0103,0.0055,-0.12711865,0.35423198,1,1
1_1_1_7_12_0,0.0161,0.0214,0.013,0.0099,0.0064,-0.13537118,0.36741215,1,1
1_1_1_7_13_0,0.0167,0.0213,0.0116,0.0102,0.0065,-0.06422018,0.35238096,1,1
1_1_1_7_16_0,0.0161,0.0211,0.0138,0.0093,0.0054,-0.19480519,0.3881579,1,1
1_1_1_7_21_0,0.0169,0.0218,0.0129,0.0103,0.0059,-0.112068966,0.35825545,1,1
1_1_1_7_23_0,0.0168,0.0204,0.012,0.0095,0.0066,-0.11627907,0.3645485,1,1
1_1_1_7_29_0,0.0165,0.0197,0.0107,0.0077,0.0048,-0.16304348,0.4379562,1,1
1_1_1_7_33_0,0.0179,0.0222,0.0133,0.0093,0.0061,-0.17699115,0.40952381,1,1
1_1_1_7_34_0,0.0175,0.0222,0.0144,0.0099,0.0063,-0.18518518,0.38317758,1,1
1_1_1_7_38_0,0.0172,0.0215,0.0121,0.0085,0.0057,-0.17475729,0.43333334,1,1
1_1_1_7_40_0,0.0157,0.0216,0.0131,0.0099,0.0056,-0.13913043,0.37142858,1,1
1_1_1_7_41_0,0.0157,0.0216,0.0131,0.0099,0.0056,-0.13913043,0.37142858,1,1
1_1_1_7_43_0,0.017,0.0221,0.0129,0.0099,0.005,-0.13157895,0.38125,1,1
1_1_1_7_44_0,0.0171,0.0224,0.0129,0.0091,0.0062,-0.17272727,0.42222223,1,1
1_1_1_7_45_0,0.0171,0.0224,0.0129,0.0091,0.0062,-0.17272727,0.42222223,1,1
1_1_1_7_49_0,0.0164,0.0217,0.0126,0.0086,0.0058,-0.18867925,0.43234324,1,1
1_1_1_7_51_0,0.017,0.0223,0.0121,0.0081,0.0051,-0.1980198,0.46710527,1,1
1_1_1_7_54_0,0.0159,0.0231,0.0129,0.0084,0.0055,-0.2112676,0.46666667,1,1
1_1_1_7_56_0,0.0177,0.0227,0.0131,0.0094,0.0058,-0.16444445,0.4143302,1,1
1_1_1_7_59_0,0.0166,0.0227,0.0129,0.0088,0.0064,-0.1889401,0.44126984,1,1
1_1_1_7_60_0,0.0181,0.0228,0.0128,0.0091,0.0061,-0.16894977,0.42946708,1,1
1_1_1_7_62_0,0.0171,0.0239,0.0133,0.0083,0.0058,-0.23148148,0.48447204,1,1
1_1_1_7_63_0,0.0171,0.0239,0.0133,0.0083,0.0058,-0.23148148,0.48447204,1,1
1_1_1_7_66_0,0.0151,0.021,0.0113,0.0075,0.0052,-0.20212767,0.47368422,1,1
1_1_1_7_70_0,0.019,0.0236,0.0131,0.0108,0.0068,-0.09623431,0.37209302,1,1
1_1_1_7_71_0,0.0179,0.0229,0.0134,0.0092,0.0068,-0.18584071,0.42679128,1,1
1_1_1_7_73_0,0.0166,0.0234,0.0123,0.0092,0.006,-0.14418605,0.43558282,1,1
1_1_1_7_75_0,0.0175,0.0244,0.0134,0.0101,0.006,-0.14042553,0.41449276,1,1
1_1_1_8_1_0,0.0174,0.0211,0.0139,0.0093,0.0036,-0.19827586,0.3881579,1,1
1_1_1_8_2_0,0.0179,0.0218,0.0141,0.01,0.0038,-0.17012449,0.3710692,1,1
1_1_1_8_5_0,0.0194,0.0226,0.0142,0.0103,0.0038,-0.15918367,0.37386018,1,1
1_1_1_8_8_0,0.0203,0.0218,0.0145,0.0106,0.0039,-0.15537849,0.34567901,1,1
1_1_1_8_10_0,0.0196,0.0223,0.0142,0.0104,0.004,-0.15447155,0.36391437,1,1
1_1_1_8_13_0,0.0181,0.0216,0.0138,0.01,0.0034,-0.15966387,0.36708862,1,1
1_1_1_8_15_0,0.018,0.0218,0.0138,0.0102,0.0035,-0.15,0.3625,1,1
1_1_1_8_16_0,0.0186,0.0213,0.0142,0.0096,0.003,-0.19327731,0.37864077,1,1
1_1_1_8_17_0,0.0201,0.022,0.0139,0.0104,0.0036,-0.14403293,0.3580247,1,1
1_1_1_8_18_0,0.0201,0.022,0.0139,0.0104,0.0036,-0.14403293,0.3580247,1,1
1_1_1_8_20_0,0.0182,0.0216,0.0136,0.0101,0.0037,-0.14767933,0.362776,1,1
1_1_1_8_25_0,0.0191,0.0213,0.0136,0.0105,0.0035,-0.12863071,0.33962265,1,1
1_1_1_8_26_0,0.0188,0.0213,0.0136,0.0102,0.0037,-0.14285715,0.35238096,1,1
1_1_1_8_27_0,0.0188,0.0213,0.0136,0.0102,0.0037,-0.14285715,0.35238096,1,1
1_1_1_8_38_0,0.0196,0.0225,0.0137,0.0101,0.0042,-0.15126051,0.38036808,1,1
1_1_1_8_40_0,0.0188,0.0217,0.0146,0.0107,0.004,-0.1541502,0.33950618,1,1
1_1_1_8_43_0,0.0197,0.0226,0.0146,0.0105,0.0044,-0.16334662,0.36555892,1,1
1_1_1_8_44_0,0.0197,0.023,0.0149,0.0104,0.0045,-0.17786561,0.37724552,1,1
1_1_1_8_48_0,0.0186,0.0215,0.0137,0.0105,0.0042,-0.1322314,0.34375,1,1
1_1_1_8_51_0,0.0183,0.0214,0.0139,0.0107,0.0035,-0.1300813,0.33333334,1,1
1_1_1_8_53_0,0.0183,0.0217,0.0135,0.0111,0.0034,-0.09756097,0.32317072,1,1
1_1_1_8_54_0,0.0183,0.0217,0.0135,0.0111,0.0034,-0.09756097,0.32317072,1,1
1_1_1_8_57_0,0.0184,0.0222,0.0138,0.0095,0.0034,-0.18454936,0.40063092,1,1
1_1_1_8_59_0,0.0187,0.0219,0.0134,0.01,0.0039,-0.14529915,0.37304077,1,1
1_1_1_8_60_0,0.0187,0.0213,0.0136,0.0097,0.0041,-0.16738197,0.37419355,1,1
1_1_1_8_61_0,0.0182,0.0212,0.0133,0.0095,0.0035,-0.16666667,0.38110748,1,1
1_1_1_8_63_0,0.0194,0.0219,0.0144,0.009,0.0038,-0.23076923,0.41747573,1,1
1_1_1_8_64_0,0.0194,0.0219,0.0144,0.009,0.0038,-0.23076923,0.41747573,1,1
1_1_1_8_70_0,0.019,0.0225,0.0149,0.0101,0.0044,-0.192,0.38036808,1,1
1_1_1_8_74_0,0.0183,0.023,0.0154,0.011,0.004,-0.16666667,0.3529412,1,1
1_1_1_8_75_0,0.0198,0.0231,0.0152,0.0108,0.0042,-0.16923077,0.36283186,1,1
1_1_1_8_76_0,0.0188,0.0223,0.015,0.0107,0.0042,-0.16731517,0.35151514,1,1
1_1_1_8_83_0,0.0189,0.0221,0.0139,0.0099,0.0034,-0.16806723,0.38125,1,1
1_1_1_8_84_0,0.019,0.0217,0.0141,0.0112,0.0037,-0.11462451,0.31914893,1,1
1_1_1_8_85_0,0.019,0.0217,0.0141,0.0112,0.0037,-0.11462451,0.31914893,1,1
1_1_1_8_86_0,0.0191,0.0217,0.0136,0.0108,0.0032,-0.114754096,0.3353846,1,1
1_1_1_8_88_0,0.0178,0.0213,0.0136,0.0099,0.0037,-0.1574468,0.3653846,1,1
1_1_1_8_92_0,0.0171,0.0209,0.0135,0.0095,0.0038,-0.17391305,0.375,1,1
1_1_1_8_101_0,0.019,0.0209,0.0138,0.0102,0.0041,-0.15,0.34405145,1,1
1_1_1_8_105_0,0.0189,0.0223,0.0142,0.0103,0.0037,-0.15918367,0.36809817,1,1
1_1_1_8_106_0,0.0182,0.0222,0.015,0.0103,0.0033,-0.18577075,0.36615384,1,1
1_1_1_8_107_0,0.0185,0.0224,0.0143,0.0104,0.0038,-0.15789473,0.36585367,1,1
1_1_1_8_108_0,0.0185,0.0224,0.0143,0.0104,0.0038,-0.15789473,0.36585367,1,1
1_1_1_8_109_0,0.0192,0.0227,0.0148,0.0111,0.004,-0.14285715,0.34319526,1,1
1_1_1_8_111_0,0.0197,0.0223,0.0149,0.0109,0.0043,-0.15503876,0.3433735,1,1
1_1_1_8_113_0,0.019,0.0223,0.015,0.0103,0.0037,-0.18577075,0.36809817,1,1
1_1_1_8_116_0,0.0183,0.0212,0.0135,0.0109,0.0034,-0.10655738,0.32087228,1,1
1_1_1_8_117_0,0.0183,0.0212,0.0135,0.0109,0.0034,-0.10655738,0.32087228,1,1
1_1_1_8_120_0,0.0188,0.0211,0.0135,0.0097,0.004,-0.1637931,0.37012988,1,1
1_1_1_8_122_0,0.0187,0.021,0.014,0.0108,0.004,-0.12903225,0.3207547,1,1
1_1_1_8_124_0,0.0189,0.022,0.0141,0.0099,0.0038,-0.175,0.37931034,1,1
1_1_1_8_125_0,0.0182,0.0208,0.014,0.0098,0.004,-0.1764706,0.35947713,1,1
1_1_1_8_131_0,0.0194,0.0225,0.0142,0.0103,0.0037,-0.15918367,0.37195122,1,1
1_1_1_8_132_0,0.0188,0.0214,0.0141,0.0104,0.0038,-0.15102041,0.34591195,1,1
1_1_1_8_133_0,0.0195,0.0227,0.0147,0.01,0.0043,-0.1902834,0.38837922,1,1
1_1_1_8_136_0,0.0177,0.0223,0.0141,0.0105,0.0039,-0.14634146,0.3597561,1,1
1_1_1_8_138_0,0.0183,0.0221,0.0141,0.0103,0.0038,-0.1557377,0.36419752,1,1
1_1_1_8_140_0,0.0185,0.0223,0.0149,0.0105,0.0037,-0.17322835,0.3597561,1,1
1_1_1_8_142_0,0.019,0.0218,0.0148,0.0108,0.0044,-0.15625,0.33742332,1,1
1_1_1_8_144_0,0.0204,0.0231,0.0144,0.011,0.0045,-0.13385826,0.3548387,1,1
1_1_1_8_147_0,0.0197,0.0226,0.0152,0.0115,0.0038,-0.13857678,0.32551318,1,1
1_1_1_8_151_0,0.0184,0.0216,0.0135,0.0103,0.0042,-0.13445379,0.35423198,1,1
1_1_1_8_153_0,0.0191,0.0213,0.0135,0.0106,0.0044,-0.12033195,0.3354232,1,1
1_1_1_8_156_0,0.0192,0.0213,0.0142,0.0096,0.0042,-0.19327731,0.37864077,1,1
1_1_1_8_157_0,0.018,0.022,0.0142,0.0101,0.0039,-0.16872428,0.3707165,1,1
1_1_1_8_159_0,0.0179,0.0218,0.0144,0.0098,0.0041,-0.19008264,0.37974682,1,1
1_1_1_8_163_0,0.0194,0.0215,0.0145,0.0098,0.0042,-0.19341564,0.37380192,1,1
1_1_1_8_166_0,0.0196,0.0226,0.0137,0.01,0.0043,-0.15611814,0.38650307,1,1
1_1_1_8_167_0,0.0196,0.0231,0.0143,0.0104,0.0038,-0.15789473,0.37910447,1,1
1_1_1_8_168_0,0.019,0.0215,0.0135,0.0104,0.0039,-0.12970711,0.34796238,1,1
1_1_1_8_169_0,0.0178,0.0215,0.014,0.0103,0.0036,-0.15226337,0.35220125,1,1
1_1_1_8_174_0,0.0202,0.0224,0.0142,0.0111,0.0045,-0.12252964,0.33731344,1,1
1_1_1_8_179_0,0.0203,0.0225,0.0148,0.0107,0.0041,-0.16078432,0.3554217,1,1
1_1_1_8_181_0,0.0197,0.023,0.0153,0.0107,0.0038,-0.17692308,0.36498517,1,1
1_1_1_8_182_0,0.0201,0.0226,0.0143,0.0109,0.0043,-0.13492064,0.34925374,1,1
1_1_1_8_190_0,0.0197,0.0221,0.0146,0.0095,0.0038,-0.21161826,0.39873418,1,1
1_1_1_8_192_0,0.0175,0.022,0.0138,0.0099,0.0042,-0.16455697,0.37931034,1,1
1_1_1_8_195_0,0.0188,0.022,0.015,0.0104,0.0038,-0.18110237,0.3580247,1,1
1_1_1_8_197_0,0.0179,0.0223,0.0141,0.0101,0.0041,-0.16528925,0.37654322,1,1
1_1_1_8_198_0,0.0179,0.0223,0.0141,0.0101,0.0041,-0.16528925,0.37654322,1,1
1_1_1_8_200_0,0.0187,0.0216,0.0133,0.0095,0.0038,-0.16666667,0.38906753,1,1
1_1_1_8_201_0,0.0186,0.0224,0.0141,0.0102,0.0039,-0.16049382,0.37423313,1,1
1_1_1_8_202_0,0.0186,0.0224,0.0141,0.0102,0.0039,-0.16049382,0.37423313,1,1
1_1_1_8_206_0,0.0185,0.0217,0.0147,0.0113,0.0041,-0.13076924,0.3151515,1,1
1_1_1_8_208_0,0.0202,0.0222,0.0149,0.0107,0.0043,-0.1640625,0.34954408,1,1
1_1_1_8_211_0,0.0175,0.0233,0.0146,0.0102,0.0042,-0.17741935,0.39104477,1,1
1_1_1_8_217_0,0.0195,0.0218,0.0146,0.0098,0.0038,-0.19672132,0.37974682,1,1
1_1_1_8_221_0,0.0178,0.0216,0.0148,0.0089,0.004,-0.24894515,0.41639343,1,1
1_1_1_8_223_0,0.0188,0.0209,0.0148,0.0094,0.0041,-0.2231405,0.37953794,1,1
1_1_1_8_224_0,0.0187,0.0217,0.0139,0.0101,0.0039,-0.15833333,0.36477986,1,1
1_1_1_8_229_0,0.0189,0.0218,0.0144,0.01,0.0039,-0.18032786,0.3710692,1,1
1_1_1_8_231_0,0.0183,0.0217,0.0131,0.0095,0.0039,-0.15929204,0.39102563,1,1
1_1_1_8_232_0,0.0189,0.0223,0.0137,0.0097,0.0039,-0.17094018,0.39375,1,1
1_1_1_8_234_0,0.0186,0.0237,0.0146,0.0103,0.004,-0.17269076,0.39411765,1,1
1_1_1_8_235_0,0.019,0.0222,0.0152,0.0106,0.0037,-0.17829457,0.35365853,1,1
1_1_1_8_242_0,0.0178,0.0222,0.0142,0.01,0.0037,-0.17355372,0.378882,1,1
1_1_1_8_244_0,0.0187,0.0215,0.0143,0.0107,0.004,-0.144,0.33540374,1,1
1_1_1_8_253_0,0.0183,0.0214,0.0141,0.0087,0.0038,-0.23684211,0.42192692,1,1
1_1_1_8_255_0,0.0176,0.0217,0.0142,0.0096,0.0043,-0.19327731,0.38658148,1,1
1_1_1_8_257_0,0.02,0.0224,0.0146,0.0101,0.0044,-0.18218623,0.37846154,1,1
1_1_1_8_258_0,0.0192,0.0221,0.0146,0.0103,0.0039,-0.17269076,0.36419752,1,1
1_1_1_8_261_0,0.0183,0.022,0.0131,0.0094,0.0039,-0.16444445,0.40127388,1,1
1_1_1_8_267_0,0.0195,0.0222,0.015,0.0108,0.0039,-0.1627907,0.34545454,1,1
1_1_1_8_271_0,0.0181,0.0225,0.0141,0.01,0.0039,-0.17012449,0.3846154,1,1
1_1_1_8_275_0,0.0179,0.0215,0.0141,0.0108,0.0044,-0.13253012,0.33126935,1,1
1_1_1_8_283_0,0.0188,0.0218,0.0145,0.009,0.0041,-0.23404256,0.41558442,1,1
1_1_1_8_288_0,0.0195,0.0221,0.0138,0.0099,0.0038,-0.16455697,0.38125,1,1
1_1_1_8_292_0,0.0187,0.0222,0.0135,0.0093,0.0037,-0.18421052,0.40952381,1,1
1_1_1_8_294_0,0.0176,0.0214,0.0137,0.0096,0.0034,-0.17596567,0.38064516,1,1
1_1_1_8_296_0,0.0184,0.0213,0.0139,0.0095,0.0043,-0.18803419,0.38311687,1,1
1_1_1_8_300_0,0.0191,0.0225,0.015,0.0109,0.0039,-0.15830116,0.3473054,1,1
1_1_1_8_303_0,0.019,0.0217,0.014,0.0104,0.0035,-0.14754099,0.3520249,1,1
1_1_1_8_305_0,0.0191,0.0218,0.0139,0.01,0.0036,-0.16317992,0.3710692,1,1
1_1_1_8_310_0,0.0183,0.0222,0.015,0.0099,0.0041,-0.20481928,0.38317758,1,1
1_1_1_8_311_0,0.0209,0.0222,0.0146,0.0098,0.0046,-0.19672132,0.3875,1,1
